age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
51,3,15,10,6,0,4,4,0,0.0,0.0,45,38,0
44,5,9,13,2,4,0,4,1,0.0,0.0,90,38,0
46,4,8,11,2,3,0,4,1,0.0,0.0,60,38,1
51,3,10,16,0,2,1,4,0,8.473868066677865,0.0,60,38,1
32,3,15,10,4,2,1,4,0,0.0,0.0,40,38,0
22,7,11,9,4,14,3,2,1,0.0,1.1396915357474662,30,38,0
24,3,15,10,4,7,1,4,1,0.0,0.0,45,38,0
33,3,8,11,4,9,4,2,0,0.0,0.0,26,38,0
47,5,11,9,1,2,0,4,1,0.0,0.0,90,38,0
64,5,12,14,0,9,1,4,1,0.0,0.0,50,38,0
62,3,9,13,2,3,0,4,1,0.0,0.0,50,38,1
52,3,11,9,2,3,0,4,1,0.0,0.0,40,38,1
39,3,11,9,4,11,1,4,0,0.0,0.0,40,30,0
42,3,11,9,2,9,0,4,1,0.0,0.0,48,38,0
38,0,9,13,2,11,0,4,1,8.94754601503218,0.0,42,38,1
55,3,5,4,2,13,0,4,1,0.0,0.0,50,38,0
29,7,11,9,2,14,1,4,0,0.0,0.0,27,38,0
42,3,7,12,0,9,1,4,0,0.0,0.0,24,38,0
30,3,7,12,2,3,5,4,0,0.0,0.0,50,36,1
32,3,6,5,2,2,0,4,1,0.0,0.0,40,38,0
36,7,11,9,2,14,0,4,1,8.150467911624004,0.0,30,38,0
50,0,1,7,4,11,1,2,0,8.209308411646937,0.0,40,38,0
27,3,11,9,4,6,3,1,1,0.0,0.0,40,29,0
47,3,11,9,2,3,0,4,1,0.0,0.0,60,38,0
33,3,6,5,0,6,1,4,1,0.0,0.0,35,38,0
48,5,15,10,4,0,1,4,1,0.0,0.0,40,38,0
23,3,5,4,4,7,3,4,1,0.0,0.0,35,38,0
31,0,9,13,2,3,0,4,1,0.0,0.0,40,38,1
26,3,15,10,2,6,0,2,1,0.0,0.0,40,38,0
61,5,11,9,2,11,0,1,1,0.0,0.0,63,34,0
50,3,9,13,0,11,4,2,1,0.0,0.0,40,38,0
49,3,8,11,2,9,0,4,1,0.0,0.0,40,10,1
57,7,4,3,2,14,0,4,1,8.895492631451633,0.0,84,38,1
19,3,11,9,4,7,2,1,1,0.0,0.0,24,38,0
18,3,1,7,4,5,3,4,1,0.0,0.0,15,38,0
44,5,7,12,2,7,5,4,0,0.0,0.0,99,38,0
54,3,8,11,2,11,0,4,1,0.0,0.0,50,38,0
35,6,11,9,2,10,0,4,1,0.0,0.0,40,38,1
27,6,12,14,4,9,1,1,1,0.0,0.0,20,2,0
50,4,11,9,2,4,0,4,1,0.0,0.0,50,38,0
43,6,11,9,2,2,0,4,1,0.0,0.0,40,38,0
28,3,15,10,0,0,4,4,1,0.0,0.0,40,38,0
47,3,11,9,2,3,0,4,1,0.0,0.0,40,38,0
30,3,14,15,4,9,1,4,0,0.0,0.0,45,38,0
19,3,11,9,4,2,3,4,1,0.0,0.0,45,38,0
40,3,15,10,2,7,0,4,1,0.0,1.1367806684484028,40,38,0
55,3,12,14,2,11,0,4,1,0.0,0.0,50,38,1
67,7,11,9,0,14,3,4,1,0.0,0.0,20,38,0
31,3,8,11,0,6,4,4,1,0.0,0.0,43,38,0
30,3,8,11,0,3,1,4,1,0.0,0.0,40,38,0
54,7,13,1,2,14,5,4,0,0.0,0.0,40,25,0
51,0,9,13,4,9,1,0,0,0.0,0.0,43,38,0
34,3,11,9,0,13,3,4,0,0.0,0.0,40,38,0
59,3,12,14,2,3,0,4,1,0.0,0.0,45,38,1
50,3,11,9,0,3,4,4,0,0.0,0.0,38,38,0
29,3,11,9,0,6,4,4,1,0.0,0.0,40,38,0
17,6,0,6,4,4,3,4,1,0.0,0.0,40,38,0
24,3,11,9,4,7,3,4,0,0.0,0.0,30,38,0
52,7,13,1,3,14,2,4,1,0.0,0.0,40,25,0
39,3,12,14,2,9,5,4,0,0.0,1.1461540829013415,18,38,1
18,7,2,8,4,14,3,4,0,0.0,0.0,25,38,0
32,3,15,10,0,5,4,2,1,0.0,0.0,40,26,0
25,7,15,10,0,14,4,4,0,0.0,0.0,50,38,0
34,3,11,9,4,6,1,4,0,0.0,0.0,45,38,0
44,5,11,9,2,9,0,4,1,0.0,1.1461540829013415,40,38,1
37,1,15,10,0,0,4,4,0,0.0,0.0,40,38,0
39,3,12,14,2,3,5,4,0,0.0,1.154866514002217,65,38,1
32,4,14,15,2,9,0,4,1,0.0,0.0,40,38,1
23,3,15,10,4,7,1,4,0,0.0,0.0,28,38,0
45,0,15,10,0,0,4,4,1,0.0,0.0,42,38,0
30,3,1,7,0,5,3,4,1,0.0,0.0,40,38,0
20,3,2,8,0,7,1,4,0,0.0,0.0,10,38,0
41,3,11,9,2,2,0,4,1,0.0,0.0,4,28,0
21,3,11,9,4,11,3,4,0,0.0,0.0,30,38,0
48,3,5,4,2,7,0,1,1,0.0,0.0,30,2,0
31,3,11,9,2,9,0,4,1,8.552367266423891,0.0,45,38,1
34,3,8,11,4,5,1,2,1,0.0,0.0,40,38,0
25,3,11,9,5,7,4,2,1,0.0,0.0,40,38,0
41,5,9,13,5,2,1,4,1,0.0,0.0,35,38,0
35,5,14,15,2,9,0,4,1,0.0,0.0,50,38,1
42,3,9,13,0,3,4,4,0,0.0,0.0,40,38,0
34,5,11,9,2,13,0,4,1,0.0,0.0,75,25,1
44,3,0,6,2,6,0,4,1,8.386400901166214,0.0,60,38,0
32,3,9,13,2,3,0,4,1,0.0,0.0,40,38,1
25,3,15,10,4,11,3,1,1,0.0,0.0,40,38,0
23,3,1,7,2,13,0,4,1,0.0,0.0,50,38,0
36,3,14,15,4,9,1,3,1,0.0,0.0,40,18,1
53,5,9,13,4,11,4,4,1,0.0,0.0,60,38,1
27,3,10,16,4,9,1,4,1,0.0,0.0,52,38,0
27,3,9,13,4,0,1,4,0,0.0,0.0,65,38,0
57,3,11,9,4,3,1,4,0,0.0,0.0,45,38,0
17,3,1,7,4,11,3,4,0,0.0,0.0,20,38,0
59,1,11,9,0,0,4,4,0,0.0,0.0,38,38,0
34,3,11,9,4,7,3,4,0,0.0,0.0,40,38,0
30,3,0,6,2,13,0,4,1,0.0,0.0,55,38,0
31,6,7,12,4,0,3,2,0,0.0,0.0,45,38,0
18,7,1,7,4,14,3,4,1,0.0,0.0,40,38,0
23,3,15,10,4,11,1,4,1,0.0,0.0,30,38,0
19,3,11,9,4,13,3,4,1,0.0,0.0,40,38,0
20,5,8,11,4,4,3,4,1,0.0,0.0,40,38,0
52,5,11,9,0,11,1,4,1,0.0,0.0,40,38,0
39,1,9,13,2,9,0,4,1,0.0,0.0,50,38,1
27,3,11,9,5,7,4,4,0,0.0,0.0,50,38,0
19,3,15,10,4,11,1,4,0,0.0,0.0,35,38,0
38,1,9,13,2,9,5,4,0,0.0,0.0,15,38,0
19,3,11,9,4,5,3,4,1,0.0,0.0,16,38,0
34,3,9,13,2,9,5,4,0,0.0,1.1458597492689129,40,38,1
41,3,11,9,2,13,0,4,1,0.0,0.0,45,38,0
23,3,11,9,2,6,3,4,0,7.652545692693921,0.0,40,38,0
24,7,7,12,4,14,1,4,1,0.0,0.0,12,38,0
24,3,9,13,4,0,1,4,0,0.0,0.0,40,38,0
22,3,0,6,4,13,1,0,1,0.0,0.0,84,38,0
45,3,14,15,2,9,0,4,1,0.0,0.0,60,38,1
45,3,11,9,2,3,0,4,1,0.0,0.0,60,38,1
48,3,9,13,2,3,0,1,1,0.0,0.0,40,23,1
42,3,9,13,2,11,0,4,1,0.0,0.0,60,38,0
35,5,15,10,2,11,0,4,1,0.0,0.0,50,38,0
32,3,11,9,0,7,4,0,0,0.0,0.0,40,38,0
51,1,11,9,2,3,5,4,0,0.0,0.0,32,38,0
59,3,15,10,2,3,0,4,1,0.0,0.0,40,38,1
31,1,11,9,4,13,3,4,1,0.0,0.0,40,38,0
27,1,9,13,4,12,1,4,1,0.0,0.0,50,38,0
29,3,9,13,2,5,0,2,1,8.386400901166214,0.0,80,38,1
57,3,7,12,6,0,1,4,0,0.0,0.0,35,38,0
40,3,11,9,4,7,1,4,1,0.0,0.0,40,38,0
31,3,11,9,0,6,1,4,1,0.0,0.0,40,38,0
23,3,5,4,4,6,3,4,1,0.0,0.0,40,38,0
42,3,11,9,5,0,4,4,0,0.0,0.0,35,33,0
60,3,11,9,2,11,0,4,1,0.0,0.0,40,38,0
53,1,12,14,4,3,1,4,0,9.571156728415465,0.0,50,38,1
20,7,15,10,4,14,3,4,0,0.0,0.0,40,38,0
27,3,11,9,4,5,3,4,1,0.0,0.0,40,38,0
31,3,11,9,2,13,0,4,1,0.0,0.0,45,38,0
29,6,9,13,4,2,1,4,1,0.0,0.0,40,38,0
22,3,9,13,4,4,3,4,1,0.0,0.0,40,38,0
42,3,9,13,4,9,1,4,0,0.0,1.138773870589575,38,38,1
63,4,14,15,2,9,0,4,1,9.617470759403409,0.0,50,38,1
28,3,11,9,2,11,0,4,1,0.0,0.0,40,38,0
79,3,15,10,2,0,0,4,1,0.0,0.0,20,38,0
39,3,11,9,2,2,0,4,1,8.895492631451633,0.0,40,38,1
29,3,2,8,4,7,1,3,1,0.0,0.0,40,38,0
60,3,5,4,0,7,1,4,1,0.0,0.0,40,38,0
58,3,2,8,2,7,5,4,0,0.0,0.0,24,38,0
20,3,7,12,4,7,3,4,0,0.0,1.1515844081018412,18,38,0
44,3,11,9,2,13,0,4,1,0.0,0.0,65,38,1
47,3,11,9,2,13,0,4,1,0.0,0.0,48,38,0
59,3,11,9,2,10,0,4,1,0.0,0.0,24,38,1
37,3,12,14,0,3,1,4,1,0.0,0.0,65,38,0
21,3,11,9,5,6,2,4,1,0.0,0.0,40,38,0
68,3,8,11,6,3,1,4,0,0.0,0.0,40,38,0
43,3,15,10,2,0,0,4,1,8.519989278718239,0.0,40,38,0
23,7,15,10,4,14,3,2,0,0.0,0.0,40,38,0
23,3,11,9,4,2,4,4,0,0.0,0.0,33,38,0
40,1,12,14,4,0,1,4,0,0.0,1.1456421838464406,35,38,0
45,5,15,10,4,11,3,4,0,0.0,0.0,35,38,0
34,7,8,11,2,14,0,4,1,8.04044688130311,0.0,60,38,1
22,3,15,10,4,12,3,4,1,0.0,0.0,40,38,0
38,3,9,13,2,9,0,4,1,0.0,0.0,50,38,1
24,3,15,10,4,11,1,4,1,0.0,0.0,49,38,0
23,3,11,9,2,11,5,4,0,0.0,0.0,40,38,0
39,0,15,10,2,0,2,4,1,0.0,0.0,45,38,1
26,3,15,10,4,2,1,4,1,0.0,0.0,40,38,0
24,3,11,9,4,5,4,4,1,0.0,0.0,40,38,0
22,3,15,10,4,0,3,4,1,0.0,0.0,25,38,0
36,3,9,13,2,9,0,4,1,0.0,0.0,55,38,0
20,3,15,10,4,8,3,4,0,0.0,0.0,20,38,0
18,3,1,7,4,7,3,2,1,0.0,0.0,8,38,0
38,3,9,13,2,3,0,4,1,0.0,0.0,40,38,1
43,4,9,13,0,4,1,4,1,0.0,0.0,35,38,0
56,3,11,9,0,3,1,2,1,0.0,0.0,40,38,0
42,3,12,14,2,3,0,4,1,0.0,0.0,40,38,1
35,3,9,13,2,3,0,4,1,0.0,0.0,50,38,1
31,3,15,10,0,0,1,4,0,0.0,0.0,45,38,0
73,3,3,2,2,13,0,4,1,0.0,1.1427156219563426,20,38,0
32,3,15,10,0,3,4,4,0,0.0,0.0,42,38,0
37,3,12,14,2,3,0,4,1,9.617470759403409,0.0,45,38,1
66,3,11,9,2,5,0,4,1,0.0,0.0,10,38,0
22,3,11,9,4,7,3,4,0,0.0,0.0,35,38,0
51,3,8,11,2,11,0,4,1,0.0,0.0,40,38,0
31,3,11,9,4,7,3,4,1,0.0,0.0,35,38,0
65,3,11,9,0,0,4,4,0,0.0,1.15160087790038,59,1,0
39,3,11,9,2,2,5,2,0,0.0,0.0,45,38,0
48,3,15,10,2,0,5,4,0,0.0,0.0,37,38,0
20,3,15,10,4,7,1,4,0,0.0,0.0,40,38,0
28,7,7,12,4,14,2,4,1,0.0,0.0,40,38,0
48,3,9,13,2,11,0,4,1,8.386400901166214,0.0,50,38,1
29,0,14,15,2,9,0,4,1,0.0,0.0,80,38,0
36,5,10,16,4,9,1,4,1,0.0,0.0,30,38,1
35,4,9,13,2,3,0,4,1,0.0,0.0,45,38,1
31,3,15,10,2,13,0,4,1,0.0,0.0,40,38,1
48,6,11,9,2,10,0,4,1,0.0,0.0,40,38,0
36,3,8,11,4,12,1,4,1,0.0,0.0,45,38,0
40,5,11,9,2,4,0,4,1,0.0,0.0,50,38,0
57,3,11,9,2,9,0,4,1,0.0,0.0,15,38,0
26,1,9,13,4,9,1,4,0,8.490027523343468,0.0,35,38,0
37,6,11,9,4,7,3,4,0,0.0,0.0,40,38,0
65,3,10,16,2,3,0,4,1,0.0,0.0,40,38,1
26,5,0,6,4,9,1,4,0,0.0,0.0,32,38,0
42,3,15,10,2,12,0,4,1,0.0,0.0,40,38,0
47,3,12,14,2,3,0,4,1,0.0,0.0,40,23,1
62,3,5,4,0,2,3,4,1,0.0,0.0,40,38,0
27,3,8,11,4,3,3,4,1,0.0,0.0,50,38,0
76,5,15,10,6,11,1,4,1,0.0,0.0,8,38,0
20,7,15,10,4,14,3,4,0,0.0,0.0,40,38,0
29,3,9,13,4,0,3,4,0,0.0,0.0,40,38,0
29,3,2,8,2,13,0,4,1,0.0,0.0,40,38,1
32,3,0,6,4,6,3,4,1,0.0,0.0,40,25,0
22,4,15,10,2,2,0,4,1,0.0,0.0,40,38,0
30,0,11,9,4,0,1,2,0,0.0,0.0,50,38,0
43,1,15,10,0,0,1,4,0,0.0,0.0,40,38,0
23,3,9,13,2,7,0,4,1,0.0,0.0,20,38,0
44,0,14,15,2,9,0,4,1,0.0,0.0,40,38,1
41,3,9,13,0,7,1,4,1,0.0,0.0,40,38,0
49,6,12,14,0,9,4,2,0,8.91341571815747,0.0,40,38,1
30,3,11,9,4,13,1,4,1,0.0,0.0,45,38,1
23,3,15,10,4,5,3,4,1,0.0,0.0,35,38,0
39,3,11,9,6,0,3,4,0,0.0,0.0,40,38,0
32,3,9,13,2,11,0,4,1,0.0,0.0,60,38,1
50,3,15,10,2,2,0,4,1,0.0,1.1458597492689129,35,38,1
19,3,15,10,4,0,3,4,0,0.0,0.0,40,32,0
35,3,9,13,2,11,0,4,1,0.0,0.0,52,38,1
23,3,11,9,4,2,1,4,1,0.0,0.0,40,38,0
25,3,15,10,4,2,1,4,1,0.0,0.0,40,38,0
40,3,11,9,0,11,1,4,0,0.0,0.0,40,38,0
30,3,9,13,2,3,0,2,1,0.0,0.0,42,38,1
52,3,15,10,2,2,0,4,1,0.0,0.0,40,38,1
49,3,15,10,2,6,0,2,1,0.0,0.0,60,38,0
24,3,9,13,4,0,3,4,0,0.0,0.0,40,38,0
46,3,9,13,2,3,0,4,1,9.617470759403409,0.0,40,38,1
39,3,9,13,2,11,0,4,1,0.0,0.0,50,38,1
45,5,9,13,2,3,0,4,1,0.0,0.0,50,38,1
62,1,9,13,2,0,5,4,0,0.0,1.1302896942700993,38,38,0
43,3,9,13,2,9,0,4,1,0.0,1.14758665350844,50,38,1
45,3,15,10,0,6,4,4,0,0.0,0.0,40,38,0
62,5,11,9,2,11,0,4,1,0.0,0.0,40,38,0
48,3,4,3,4,5,1,4,1,0.0,0.0,40,25,0
56,3,11,9,0,7,4,2,0,0.0,0.0,40,22,0
28,3,11,9,4,4,4,4,0,0.0,0.0,35,38,0
23,3,11,9,4,2,3,2,1,0.0,0.0,40,38,0
43,3,11,9,0,7,1,4,0,0.0,0.0,35,38,0
26,3,9,13,2,2,0,4,1,0.0,0.0,40,38,1
36,3,11,9,2,11,0,4,1,0.0,0.0,50,38,1
55,1,10,16,4,9,1,4,0,0.0,0.0,60,38,0
48,6,9,13,4,3,1,4,0,0.0,0.0,50,38,0
43,3,4,3,2,6,5,1,0,0.0,1.150306911060444,72,38,0
38,3,8,11,2,3,0,4,1,0.0,0.0,45,38,1
18,3,11,9,4,11,1,4,1,0.0,0.0,30,38,0
56,5,11,9,3,3,1,4,1,0.0,0.0,70,38,0
39,5,12,14,4,9,1,4,1,0.0,0.0,40,38,0
46,3,4,3,5,5,1,4,1,0.0,0.0,50,25,0
36,3,1,7,4,13,4,0,1,0.0,0.0,65,38,0
42,5,11,9,2,2,0,4,1,0.0,1.148050303051811,40,38,0
50,3,11,9,2,13,0,4,1,0.0,0.0,50,38,1
17,3,1,7,4,5,3,4,1,0.0,0.0,20,38,0
57,3,5,4,6,6,4,2,0,0.0,0.0,40,38,0
73,3,11,9,6,7,2,4,0,0.0,0.0,12,38,0
50,0,15,10,4,0,1,4,1,0.0,0.0,40,38,0
35,3,15,10,4,13,3,4,1,0.0,0.0,45,38,0
27,3,15,10,2,6,0,4,1,0.0,0.0,45,38,0
24,7,15,10,4,14,1,4,0,0.0,0.0,40,38,0
27,3,15,10,4,2,3,4,1,0.0,0.0,40,38,0
23,5,11,9,4,2,3,4,1,0.0,0.0,40,38,0
25,3,11,9,4,0,3,4,0,0.0,0.0,40,38,0
51,3,9,13,2,3,0,4,1,0.0,0.0,40,38,1
26,3,0,6,2,0,5,4,0,0.0,0.0,40,38,0
47,3,15,10,2,0,0,4,1,0.0,0.0,45,25,0
40,3,11,9,0,7,1,2,1,0.0,0.0,40,38,0
58,3,6,5,0,7,4,4,0,0.0,0.0,40,38,0
25,3,15,10,4,11,3,4,0,0.0,0.0,40,38,0
29,3,11,9,2,11,5,4,0,0.0,0.0,18,38,0
36,3,1,7,2,13,0,4,1,0.0,0.0,43,38,0
46,3,11,9,0,3,1,4,0,0.0,0.0,60,38,0
69,3,3,2,6,8,1,2,0,0.0,0.0,4,38,0
69,3,11,9,6,0,1,4,0,7.522400231387125,0.0,40,38,0
28,3,11,9,4,7,3,2,0,0.0,0.0,40,38,0
20,3,11,9,4,0,3,4,1,0.0,0.0,48,38,0
54,6,11,9,5,0,4,2,0,8.265650165580329,0.0,35,38,0
25,3,15,10,4,13,3,4,1,0.0,0.0,40,38,0
64,1,11,9,2,5,0,4,1,8.15248607578024,0.0,40,38,0
17,3,11,9,4,11,3,4,0,0.0,0.0,20,38,0
53,0,11,9,2,0,0,4,1,0.0,0.0,40,38,0
50,3,6,5,0,13,1,4,1,0.0,0.0,50,38,0
57,3,11,9,2,3,5,4,0,0.0,0.0,38,38,0
51,3,15,10,2,13,0,4,1,0.0,1.1575378460055603,40,38,0
20,7,15,10,4,14,3,4,1,0.0,0.0,30,38,0
47,3,15,10,2,2,0,4,1,0.0,0.0,40,38,0
25,3,11,9,4,13,4,4,1,0.0,0.0,52,38,0
50,6,14,15,2,3,0,4,1,0.0,0.0,52,38,1
20,3,11,9,4,0,3,4,0,0.0,0.0,30,38,0
43,6,14,15,2,9,0,4,1,0.0,1.14758665350844,70,38,1
46,3,9,13,4,9,1,4,0,0.0,0.0,40,38,0
54,3,11,9,5,0,4,4,0,0.0,0.0,38,32,0
53,3,15,10,5,3,4,0,0,0.0,0.0,15,38,0
21,3,11,9,4,2,3,4,1,0.0,0.0,30,38,0
58,3,15,10,0,7,1,4,1,0.0,0.0,40,38,0
30,3,9,13,2,11,0,4,1,0.0,0.0,55,38,1
61,3,11,9,2,0,5,2,0,0.0,0.0,40,38,0
56,6,15,10,0,0,1,4,0,0.0,0.0,35,38,0
59,3,11,9,0,7,4,4,0,0.0,0.0,40,38,0
72,3,11,9,2,5,0,4,1,0.0,0.0,20,38,0
33,3,11,9,4,0,1,4,1,0.0,0.0,40,38,0
46,3,11,9,2,0,5,4,0,0.0,0.0,40,38,1
46,1,15,10,2,10,0,4,1,0.0,0.0,38,38,1
48,3,11,9,4,9,4,2,0,0.0,0.0,28,38,0
33,3,11,9,2,3,0,4,1,0.0,0.0,40,38,0
21,3,15,10,4,5,3,4,0,0.0,0.0,40,38,0
27,3,11,9,0,0,4,4,0,0.0,0.0,45,38,0
31,3,11,9,0,13,1,4,1,0.0,0.0,40,38,0
28,3,9,13,4,6,1,4,1,0.0,0.0,40,38,0
45,1,15,10,0,0,1,4,0,0.0,0.0,38,38,0
51,3,11,9,2,6,0,4,1,8.386400901166214,0.0,40,38,1
46,6,11,9,4,7,1,2,0,0.0,0.0,40,38,0
25,3,15,10,2,11,0,4,1,0.0,0.0,25,7,0
61,3,15,10,2,0,0,4,1,8.94754601503218,0.0,40,38,1
17,3,1,7,4,11,3,4,0,0.0,0.0,30,38,0
26,3,9,13,4,2,1,4,1,8.109525659752872,0.0,40,38,0
35,3,0,6,0,2,1,4,1,0.0,0.0,60,38,0
33,5,1,7,2,3,0,4,1,0.0,0.0,70,38,0
37,3,2,8,2,11,5,1,0,0.0,0.0,33,38,0
39,1,11,9,4,0,3,4,0,0.0,0.0,35,38,0
42,3,11,9,0,7,4,4,0,0.0,0.0,30,38,0
35,3,9,13,2,3,0,4,1,8.386400901166214,0.0,47,38,1
45,3,11,9,0,12,1,4,0,0.0,0.0,50,38,1
47,4,9,13,4,11,3,4,1,0.0,0.0,40,38,1
64,3,1,7,2,2,0,4,1,0.0,0.0,48,38,0
39,3,14,15,2,3,5,4,0,9.617470759403409,0.0,47,38,1
43,7,11,9,0,14,4,4,0,0.0,0.0,40,38,0
34,3,11,9,2,9,0,4,1,0.0,0.0,40,38,0
62,3,9,13,2,9,0,4,1,8.04044688130311,0.0,40,38,1
53,3,15,10,2,9,0,4,1,9.617470759403409,0.0,40,38,1
31,3,9,13,2,3,0,4,1,0.0,0.0,40,38,0
26,3,11,9,2,11,0,4,1,0.0,0.0,40,38,0
56,4,5,4,2,2,0,4,1,0.0,0.0,50,38,1
43,3,15,10,4,7,1,4,0,0.0,0.0,40,38,0
33,3,15,10,4,11,1,2,1,0.0,0.0,35,38,0
45,5,15,10,2,2,0,4,1,0.0,1.1367806684484028,40,38,1
46,3,15,10,5,11,1,4,1,0.0,0.0,55,38,0
26,3,8,11,2,5,0,4,1,0.0,0.0,80,38,0
24,3,11,9,4,7,3,4,0,0.0,0.0,40,25,0
43,3,9,13,2,4,0,4,1,0.0,0.0,50,38,1
40,3,8,11,4,6,3,4,1,0.0,0.0,40,38,0
61,3,5,4,0,7,1,4,1,0.0,0.0,35,38,0
34,0,15,10,4,0,1,2,0,0.0,0.0,72,38,0
85,3,11,9,6,11,4,4,1,0.0,0.0,35,38,0
41,3,11,9,4,0,1,4,0,0.0,0.0,40,38,0
31,6,7,12,4,0,1,4,0,8.109525659752872,0.0,35,38,0
22,3,15,10,4,11,3,4,0,0.0,0.0,30,38,0
60,3,11,9,6,7,4,2,0,0.0,0.0,40,38,0
29,3,7,12,0,9,1,4,0,0.0,0.0,36,38,0
34,7,11,9,2,14,0,4,1,0.0,0.0,40,38,0
35,6,9,13,4,3,1,1,0,7.999007213243955,0.0,45,38,0
24,3,11,9,4,11,1,4,1,0.0,0.0,30,38,0
45,1,12,14,0,9,1,2,1,0.0,0.0,40,38,0
21,1,2,8,4,7,3,2,1,0.0,0.0,20,38,0
30,3,7,12,2,13,5,4,0,0.0,1.1367806684484028,37,38,1
50,4,15,10,2,3,0,4,1,0.0,0.0,99,38,1
41,5,11,9,2,3,0,4,1,0.0,0.0,40,38,1
21,3,11,9,4,11,1,4,0,0.0,0.0,33,38,0
45,3,11,9,2,2,0,4,1,0.0,0.0,45,38,0
34,3,9,13,2,3,0,4,1,0.0,0.0,40,38,1
28,3,11,9,0,5,3,4,1,0.0,0.0,40,38,0
19,3,11,9,4,7,4,4,1,0.0,0.0,40,38,0
26,3,9,13,4,9,1,4,1,9.514215624322715,0.0,50,38,1
48,3,9,13,2,13,0,4,1,0.0,0.0,45,38,1
69,3,9,13,6,9,1,4,1,0.0,1.1528280509818862,40,38,1
41,3,15,10,0,0,4,4,0,0.0,0.0,40,38,0
43,3,9,13,0,0,1,4,0,0.0,0.0,40,38,0
28,3,11,9,4,2,4,4,1,0.0,0.0,40,25,0
65,1,15,10,0,0,1,4,0,0.0,0.0,28,38,0
31,3,9,13,4,3,1,4,1,0.0,1.1428456759801533,38,38,0
28,3,9,13,4,0,1,4,0,0.0,0.0,40,38,0
51,3,9,13,2,9,0,4,1,0.0,0.0,40,38,1
45,3,15,10,4,2,1,4,0,0.0,0.0,80,38,0
43,3,11,9,0,0,2,2,1,0.0,0.0,38,38,0
31,3,7,12,2,11,0,4,1,0.0,0.0,60,38,0
31,3,15,10,2,2,0,4,1,0.0,0.0,55,38,1
45,3,15,10,2,2,2,1,1,0.0,0.0,40,29,0
20,3,9,13,4,11,2,2,0,0.0,0.0,30,38,0
25,3,9,13,4,12,4,4,1,0.0,0.0,40,38,0
36,3,11,9,6,5,4,4,0,0.0,0.0,30,38,0
31,3,9,13,4,11,1,4,1,8.319229938632326,0.0,50,38,0
56,3,15,10,2,2,0,4,1,0.0,0.0,45,38,0
26,3,9,13,4,11,3,4,1,0.0,0.0,18,38,0
47,5,15,10,0,3,1,4,0,0.0,0.0,65,38,0
40,4,11,9,2,3,0,4,1,0.0,0.0,50,38,0
32,3,11,9,2,3,5,4,0,0.0,0.0,48,38,0
34,6,12,14,4,9,4,2,0,0.0,0.0,24,38,0
37,3,11,9,2,3,0,4,1,0.0,0.0,55,38,0
38,3,11,9,2,2,0,4,1,0.0,0.0,45,38,0
19,3,8,11,4,7,3,1,1,0.0,0.0,16,38,0
49,3,6,5,0,5,1,4,0,0.0,0.0,40,38,0
18,7,11,9,4,14,3,2,0,0.0,0.0,25,38,0
26,3,7,12,4,9,1,4,0,0.0,0.0,40,38,0
82,3,5,4,2,5,0,4,1,0.0,0.0,2,38,0
40,3,11,9,0,2,1,4,1,0.0,0.0,40,38,0
28,3,15,10,4,2,3,4,1,0.0,0.0,50,38,0
23,3,11,9,2,11,0,2,1,0.0,0.0,37,38,0
19,3,15,10,4,0,3,4,1,0.0,0.0,40,38,0
67,3,11,9,6,5,2,2,1,0.0,0.0,32,38,0
43,3,9,13,2,3,0,4,1,8.04044688130311,0.0,40,38,1
41,3,7,12,4,0,1,3,0,0.0,0.0,50,38,0
37,3,8,11,0,9,4,4,0,0.0,0.0,40,38,0
20,3,11,9,4,13,3,4,1,0.0,0.0,40,38,0
40,3,11,9,0,2,4,4,1,0.0,0.0,40,38,0
47,3,12,14,5,3,1,4,1,11.512925464970229,0.0,50,38,1
40,3,11,9,2,12,0,4,1,0.0,0.0,40,38,0
39,6,9,13,4,3,1,4,0,0.0,0.0,40,38,0
24,3,15,10,4,0,3,2,0,0.0,0.0,20,38,0
78,7,11,9,2,14,0,4,1,7.709308333385869,0.0,32,38,0
67,7,8,11,6,14,1,4,0,0.0,0.0,1,38,0
49,3,9,13,2,11,0,4,1,0.0,0.0,45,38,1
66,3,11,9,0,6,1,4,1,0.0,0.0,10,38,0
52,3,11,9,4,9,4,4,0,0.0,1.069556480506177,40,38,0
59,4,11,9,0,3,1,4,1,0.0,0.0,60,38,0
72,3,11,9,6,8,4,4,0,0.0,0.0,12,4,0
35,0,11,9,4,0,1,4,1,0.0,0.0,40,38,0
30,3,9,13,1,3,5,4,0,0.0,0.0,40,38,1
36,3,15,10,4,7,1,4,1,0.0,0.0,40,38,0
26,3,11,9,5,12,3,4,0,0.0,0.0,40,38,0
23,3,9,13,4,7,1,4,1,0.0,0.0,35,38,0
39,3,9,13,2,9,0,4,1,0.0,0.0,40,38,1
40,5,14,15,2,9,0,4,1,0.0,0.0,40,38,0
29,3,9,13,4,9,1,4,1,0.0,0.0,40,38,0
38,3,9,13,4,7,1,4,1,0.0,0.0,20,38,0
63,3,9,13,4,0,1,4,1,0.0,0.0,40,38,0
58,5,11,9,2,3,0,4,1,0.0,0.0,40,38,1
30,3,11,9,0,3,4,4,0,0.0,0.0,40,38,0
